,area_type,availability,total_sqft,bath,price,bhk
6878,Super built-up  Area,1.0,1110.0,2.0,39.95,2.0
6879,Super built-up  Area,0.0,705.0,1.0,57.0,1.0
6880,Super built-up  Area,1.0,1089.0,2.0,60.0,2.0
6881,Plot  Area,1.0,880.0,2.0,48.0,2.0
6882,Built-up  Area,1.0,1080.0,2.0,32.0,2.0
6883,Super built-up  Area,0.0,1093.0,2.0,68.1,2.0
6884,Super built-up  Area,0.0,1480.0,3.0,75.48,3.0
6885,Super built-up  Area,1.0,1703.0,3.0,125.0,3.0
6886,Super built-up  Area,1.0,1200.0,2.0,60.0,2.0
6887,Super built-up  Area,1.0,1690.0,3.0,116.0,3.0
6888,Super built-up  Area,1.0,1305.0,2.0,78.0,2.0
6889,Super built-up  Area,0.0,1257.0,2.0,40.22,3.0
6890,Super built-up  Area,1.0,1150.0,2.0,45.0,2.0
6891,Super built-up  Area,1.0,1194.0,2.0,55.0,2.0
6892,Built-up  Area,1.0,2000.0,3.0,90.0,3.0
6893,Plot  Area,1.0,1500.0,4.0,99.0,3.0
6894,Built-up  Area,1.0,1025.0,2.0,42.5,2.0
6895,Built-up  Area,1.0,980.0,2.0,38.19,2.0
6896,Plot  Area,1.0,1200.0,2.0,100.0,3.0
6897,Super built-up  Area,1.0,2225.0,3.0,149.0,3.0
6898,Super built-up  Area,1.0,1022.0,2.0,57.0,2.0
6899,Plot  Area,1.0,882.0,3.0,72.0,4.0
6900,Built-up  Area,1.0,1153.0,2.0,45.0,2.0
6901,Super built-up  Area,1.0,1175.0,2.0,60.0,2.0
6902,Built-up  Area,1.0,1560.0,3.0,68.0,3.0
6903,Built-up  Area,1.0,650.0,1.0,17.0,1.0
6904,Plot  Area,1.0,600.0,3.0,65.0,3.0
6905,Super built-up  Area,1.0,1350.0,3.0,55.0,2.0
6906,Plot  Area,1.0,1200.0,2.0,76.0,2.0
6907,Super built-up  Area,1.0,1200.0,1.0,54.0,2.0
6908,Super built-up  Area,1.0,800.0,2.0,25.0,2.0
6909,Super built-up  Area,0.0,2093.0,4.0,104.0,4.0
6910,Super built-up  Area,0.0,1320.0,2.0,55.44,3.0
6911,Super built-up  Area,1.0,1275.0,2.0,73.0,2.0
6912,Super built-up  Area,1.0,1215.0,2.0,43.13,2.0
6913,Super built-up  Area,1.0,1130.0,2.0,45.2,2.0
6914,Super built-up  Area,1.0,1444.0,2.0,71.5,3.0
6915,Super built-up  Area,1.0,950.0,2.0,38.0,2.0
6916,Super built-up  Area,1.0,1000.0,1.0,90.0,2.0
6917,Super built-up  Area,1.0,1240.0,2.0,59.52,3.0
6918,Plot  Area,1.0,600.0,4.0,125.0,4.0
6919,Super built-up  Area,1.0,1231.0,2.0,50.0,2.0
6920,Super built-up  Area,1.0,1300.0,2.0,120.0,2.0
6921,Super built-up  Area,0.0,1713.0,3.0,110.0,3.0
6922,Super built-up  Area,1.0,1200.0,2.0,53.33,2.0
6923,Built-up  Area,1.0,3004.0,4.0,158.0,3.0
6924,Built-up  Area,1.0,1310.0,2.0,46.0,3.0
6925,Super built-up  Area,1.0,790.0,2.0,49.5,2.0
6926,Super built-up  Area,1.0,1744.0,3.0,200.0,3.0
6927,Super built-up  Area,1.0,1605.0,3.0,100.0,3.0
6928,Super built-up  Area,1.0,1250.0,2.0,82.0,2.0
6929,Super built-up  Area,1.0,2476.0,3.0,337.0,3.0
6930,Built-up  Area,1.0,1260.0,2.0,76.0,3.0
6931,Super built-up  Area,0.0,1615.0,3.0,175.0,3.0
6932,Super built-up  Area,1.0,1180.0,2.0,56.0,2.0
6933,Super built-up  Area,1.0,1255.0,2.0,50.19,3.0
6934,Super built-up  Area,1.0,1025.0,2.0,53.9,2.0
6935,Super built-up  Area,1.0,1877.0,4.0,150.0,3.0
6936,Built-up  Area,1.0,1649.0,3.0,150.0,3.0
6937,Plot  Area,1.0,2600.0,12.0,675.0,9.0
6938,Built-up  Area,1.0,2500.0,5.0,125.0,5.0
6939,Built-up  Area,1.0,1542.0,3.0,98.0,3.0
6940,Super built-up  Area,1.0,1418.0,2.0,105.0,2.0
6941,Built-up  Area,1.0,1012.0,2.0,42.0,2.0
6942,Plot  Area,1.0,1200.0,2.0,65.0,2.0
6943,Super built-up  Area,1.0,1115.0,2.0,43.0,2.0
6944,Super built-up  Area,1.0,1680.0,4.0,95.0,3.0
6945,Super built-up  Area,1.0,1171.0,2.0,72.0,2.0
6946,Super built-up  Area,1.0,1027.0,2.0,68.62,2.0
6947,Super built-up  Area,1.0,1700.0,3.0,75.0,3.0
6948,Super built-up  Area,1.0,1090.0,2.0,38.15,2.0
6949,Super built-up  Area,0.0,1232.0,2.0,74.0,2.0
6950,Super built-up  Area,1.0,766.0,2.0,28.0,2.0
6951,Plot  Area,1.0,1200.0,5.0,180.0,5.0
6952,Super built-up  Area,0.0,525.0,1.0,27.0,1.0
6953,Super built-up  Area,0.0,14261.0,3.0,109.0,3.0
6954,Built-up  Area,1.0,1452.0,2.0,41.0,3.0
6955,Super built-up  Area,1.0,1254.0,2.0,65.0,3.0
6956,Built-up  Area,1.0,3600.0,5.0,110.0,5.0
6957,Super built-up  Area,0.0,1593.0,3.0,118.0,3.0
6958,Super built-up  Area,1.0,1333.0,2.0,77.27,2.0
6959,Built-up  Area,1.0,1100.0,3.0,110.0,3.0
6960,Super built-up  Area,1.0,1375.0,2.0,54.99,3.0
6961,Super built-up  Area,1.0,1650.0,3.0,82.0,3.0
6962,Super built-up  Area,1.0,1430.0,2.0,51.48,3.0
6963,Built-up  Area,1.0,940.0,2.0,54.0,2.0
6964,Super built-up  Area,1.0,435.0,1.0,21.0,1.0
6965,Super built-up  Area,1.0,1160.0,2.0,36.54,2.0
6966,Super built-up  Area,0.0,1500.0,2.0,77.5,3.0
6967,Super built-up  Area,1.0,1890.0,2.0,100.0,3.0
6968,Built-up  Area,1.0,1050.0,2.0,70.0,2.0
6969,Plot  Area,1.0,1200.0,6.0,220.0,6.0
6970,Super built-up  Area,1.0,1027.0,2.0,43.0,2.0
6971,Super built-up  Area,0.0,1495.0,,61.28,3.0
6972,Plot  Area,1.0,3000.0,4.0,235.0,3.0
6973,Super built-up  Area,1.0,1459.0,2.0,95.0,3.0
6974,Super built-up  Area,0.0,1711.0,3.0,85.61,3.0
6975,Super built-up  Area,0.0,1250.0,2.0,98.0,2.0
6976,Super built-up  Area,0.0,645.0,1.0,16.45,1.0
6977,Plot  Area,1.0,875.0,2.0,57.0,2.0
6978,Built-up  Area,0.0,1334.0,2.0,67.0,2.0
6979,Built-up  Area,0.0,1140.0,2.0,32.92,2.0
6980,Super built-up  Area,1.0,1115.0,2.0,50.0,2.0
6981,Plot  Area,1.0,1200.0,5.0,200.0,3.0
6982,Super built-up  Area,0.0,1776.0,3.0,190.0,3.0
6983,Super built-up  Area,1.0,2072.0,4.0,160.0,3.0
6984,Plot  Area,1.0,1600.0,3.0,170.0,3.0
6985,Plot  Area,1.0,1200.0,4.0,115.0,6.0
6986,Super built-up  Area,1.0,920.0,2.0,39.0,2.0
6987,Super built-up  Area,0.0,778.0,2.0,25.29,2.0
6988,Plot  Area,1.0,1310.0,3.0,95.0,4.0
6989,Super built-up  Area,1.0,1631.0,3.0,80.0,3.0
6990,Super built-up  Area,0.0,525.0,1.0,27.5,1.0
6991,Built-up  Area,1.0,1395.0,3.0,82.0,3.0
6992,Super built-up  Area,1.0,2000.0,3.0,105.0,3.0
6993,Super built-up  Area,0.0,1232.0,2.0,66.0,2.0
6994,Super built-up  Area,1.0,1075.0,2.0,55.0,2.0
6995,Super built-up  Area,1.0,1205.0,2.0,70.0,2.0
6996,Plot  Area,1.0,1200.0,4.0,165.0,4.0
6997,Super built-up  Area,1.0,2340.0,5.0,129.0,4.0
6998,Super built-up  Area,1.0,1179.0,2.0,55.0,3.0
6999,Super built-up  Area,1.0,1013.0,2.0,51.0,2.0
7000,Super built-up  Area,1.0,1160.0,2.0,40.6,2.0
7001,Plot  Area,1.0,1500.0,6.0,290.0,8.0
7002,Super built-up  Area,1.0,1200.0,2.0,62.5,2.0
7003,Plot  Area,1.0,1200.0,5.0,80.0,7.0
7004,Super built-up  Area,1.0,1255.0,2.0,50.19,3.0
7005,Built-up  Area,1.0,1100.0,2.0,145.0,3.0
7006,Built-up  Area,1.0,1069.0,2.0,55.0,2.0
7007,Plot  Area,1.0,1200.0,3.0,99.0,3.0
7008,Super built-up  Area,1.0,1400.0,1.0,285.0,1.0
7009,Super built-up  Area,1.0,1065.0,2.0,55.0,2.0
7010,Built-up  Area,1.0,1395.0,2.0,75.0,2.0
7011,Built-up  Area,1.0,1725.0,2.0,165.0,3.0
7012,Built-up  Area,1.0,1007.0,2.0,43.0,2.0
7013,Built-up  Area,1.0,1436.0,2.0,55.0,3.0
7014,Super built-up  Area,1.0,4250.0,6.0,150.0,6.0
7015,Super built-up  Area,0.0,1645.0,3.0,117.0,3.0
7016,Plot  Area,1.0,1200.0,2.0,58.0,2.0
7017,Super built-up  Area,0.0,940.0,2.0,43.61,2.0
7018,Built-up  Area,1.0,4300.0,6.0,175.0,6.0
7019,Super built-up  Area,0.0,2850.0,5.0,343.0,3.0
7020,Built-up  Area,1.0,1740.0,3.0,191.0,3.0
7021,Super built-up  Area,0.0,1194.0,2.0,47.0,2.0
7022,Super built-up  Area,1.0,3761.0,3.0,650.0,3.0
7023,Super built-up  Area,1.0,1829.0,3.0,125.0,3.0
7024,Plot  Area,1.0,1800.0,4.0,178.0,4.0
7025,Super built-up  Area,1.0,1000.0,2.0,60.0,2.0
7026,Built-up  Area,1.0,5720.0,3.0,350.0,3.0
7027,Plot  Area,1.0,800.0,4.0,98.0,5.0
7028,Super built-up  Area,1.0,675.0,1.0,15.0,2.0
7029,Super built-up  Area,1.0,1390.0,2.0,95.0,2.0
7030,Super built-up  Area,1.0,1500.0,3.0,104.0,3.0
7031,Super built-up  Area,0.0,2047.0,3.0,136.0,3.0
7032,Super built-up  Area,1.0,1202.0,2.0,79.0,2.0
7033,Super built-up  Area,1.0,1012.0,2.0,59.0,2.0
7034,Super built-up  Area,1.0,2132.0,3.0,80.0,3.0
7035,Plot  Area,1.0,1350.0,4.0,340.0,4.0
7036,Super built-up  Area,1.0,605.0,1.0,40.0,1.0
7037,Super built-up  Area,1.0,1331.0,2.0,88.0,2.0
7038,Plot  Area,0.0,1200.0,2.0,69.0,2.0
7039,Built-up  Area,1.0,1150.0,2.0,250.0,2.0
7040,Plot  Area,1.0,1200.0,2.0,136.0,2.0
7041,Built-up  Area,1.0,1800.0,2.0,300.0,2.0
7042,Plot  Area,1.0,600.0,2.0,50.0,3.0
7043,Super built-up  Area,1.0,1280.0,2.0,49.0,3.0
7044,Super built-up  Area,1.0,1007.0,2.0,62.0,2.0
7045,Super built-up  Area,0.0,1370.0,2.0,61.0,3.0
7046,Super built-up  Area,1.0,925.0,2.0,35.0,2.0
7047,Super built-up  Area,1.0,1500.0,2.0,75.0,2.0
7048,Built-up  Area,1.0,450.0,1.0,12.5,1.0
7049,Built-up  Area,1.0,1200.0,4.0,140.0,4.0
7050,Super built-up  Area,0.0,1341.0,2.0,95.0,2.0
7051,Super built-up  Area,1.0,1350.0,2.0,47.25,3.0
7052,Super built-up  Area,1.0,992.0,2.0,60.0,2.0
7053,Super built-up  Area,1.0,1163.0,2.0,68.0,2.0
7054,Super built-up  Area,1.0,1229.0,2.0,70.0,2.0
7055,Plot  Area,1.0,600.0,2.0,39.0,2.0
7056,Super built-up  Area,1.0,1219.0,2.0,61.26,2.0
7057,Super built-up  Area,1.0,1525.0,2.0,99.13,3.0
7058,Super built-up  Area,0.0,1147.0,2.0,60.0,2.0
7059,Super built-up  Area,1.0,1412.0,2.0,88.0,3.0
7060,Plot  Area,1.0,1200.0,9.0,215.0,9.0
7061,Super built-up  Area,0.0,1044.0,2.0,34.77,2.0
7062,Super built-up  Area,1.0,1190.0,2.0,63.0,2.0
7063,Super built-up  Area,1.0,1240.0,2.0,65.0,3.0
7064,Super built-up  Area,1.0,1352.0,3.0,65.0,3.0
7065,Built-up  Area,1.0,1100.0,2.0,55.0,2.0
7066,Super built-up  Area,1.0,1330.0,2.0,39.9,3.0
7067,Super built-up  Area,0.0,1700.0,3.0,111.0,3.0
7068,Super built-up  Area,0.0,1355.0,2.0,67.0,2.0
7069,Super built-up  Area,0.0,1200.0,2.0,46.0,2.0
7070,Super built-up  Area,1.0,400.0,2.0,25.0,1.0
7071,Built-up  Area,1.0,1342.0,2.0,70.0,2.0
7072,Super built-up  Area,1.0,1615.0,3.0,50.87,3.0
7073,Super built-up  Area,1.0,1340.0,2.0,65.0,2.0
7074,Super built-up  Area,1.0,1200.0,2.0,54.0,2.0
7075,Built-up  Area,1.0,400.0,1.0,55.0,1.0
7076,Super built-up  Area,1.0,1080.0,2.0,52.0,2.0
7077,Super built-up  Area,1.0,1600.0,2.0,31.0,2.0
7078,Super built-up  Area,1.0,1200.0,2.0,34.0,2.0
7079,Plot  Area,0.0,2700.0,3.0,150.0,3.0
7080,Built-up  Area,1.0,1780.0,3.0,110.0,3.0
7081,Built-up  Area,1.0,1605.0,3.0,65.0,3.0
7082,Super built-up  Area,0.0,7200.0,5.0,1584.0,4.0
7083,Plot  Area,1.0,646.0,2.0,65.0,3.0
7084,Super built-up  Area,1.0,1200.0,2.0,80.0,2.0
7085,Plot  Area,1.0,900.0,2.0,49.0,2.0
7086,Built-up  Area,0.0,1830.0,3.0,88.0,3.0
7087,Plot  Area,1.0,690.0,4.0,83.0,5.0
7088,Built-up  Area,1.0,650.0,1.0,500.0,1.0
7089,Plot  Area,1.0,1800.0,4.0,68.0,5.0
7090,Built-up  Area,1.0,715.0,2.0,32.0,3.0
7091,Super built-up  Area,0.0,1230.0,2.0,31.37,3.0
7092,Super built-up  Area,1.0,1065.0,2.0,42.59,2.0
7093,Plot  Area,1.0,1350.0,8.0,185.0,8.0
7094,Plot  Area,1.0,1080.0,3.0,149.0,3.0
7095,Built-up  Area,1.0,900.0,2.0,65.0,3.0
7096,Super built-up  Area,1.0,946.0,2.0,45.0,2.0
7097,Super built-up  Area,1.0,1500.0,1.0,60.0,1.0
7098,Super built-up  Area,0.0,1711.0,3.0,110.0,3.0
7099,Plot  Area,1.0,1200.0,3.0,160.0,4.0
7100,Super built-up  Area,0.0,950.0,2.0,25.65,2.0
7101,Super built-up  Area,1.0,1656.0,3.0,80.0,3.0
7102,Super built-up  Area,1.0,1075.0,2.0,46.76,2.0
7103,Super built-up  Area,1.0,175212.0,3.0,133.0,3.0
7104,Plot  Area,1.0,6000.0,8.0,220.0,8.0
7105,Super built-up  Area,1.0,1540.0,3.0,85.0,3.0
7106,Plot  Area,1.0,600.0,4.0,125.0,4.0
7107,Super built-up  Area,1.0,665.0,1.0,32.0,1.0
7108,Super built-up  Area,1.0,1665.0,3.0,110.0,3.0
7109,Super built-up  Area,0.0,1145.0,2.0,54.0,2.0
7110,Super built-up  Area,0.0,1185.0,2.0,41.0,2.0
7111,Plot  Area,1.0,1200.0,3.0,190.0,3.0
7112,Built-up  Area,1.0,1693.0,3.0,125.0,3.0
7113,Super built-up  Area,1.0,2456.0,3.0,220.0,3.0
7114,Super built-up  Area,1.0,2559.0,3.0,403.0,3.0
7115,Super built-up  Area,1.0,1155.0,2.0,40.6,2.0
7116,Super built-up  Area,0.0,1610.0,2.0,64.4,3.0
7117,Plot  Area,0.0,1200.0,3.0,56.58,3.0
7118,Plot  Area,1.0,1530.0,2.0,185.0,2.0
7119,Built-up  Area,1.0,1709.0,3.0,80.0,3.0
7120,Plot  Area,1.0,600.0,4.0,60.0,4.0
7121,Plot  Area,1.0,2700.0,8.0,290.0,8.0
7122,Plot  Area,1.0,840.0,1.0,150.0,1.0
7123,Super built-up  Area,1.0,1400.0,2.0,50.0,3.0
7124,Super built-up  Area,1.0,1200.0,2.0,42.0,2.0
7125,Super built-up  Area,1.0,1439.0,3.0,57.23,3.0
7126,Super built-up  Area,1.0,1375.0,2.0,72.0,2.0
7127,Plot  Area,1.0,2990.0,5.0,416.0,5.0
7128,Super built-up  Area,1.0,1200.0,2.0,75.0,3.0
7129,Built-up  Area,1.0,1315.0,2.0,75.0,2.0
7130,Plot  Area,0.0,1500.0,2.0,40.0,2.0
7131,Built-up  Area,1.0,3600.0,6.0,200.0,6.0
7132,Super built-up  Area,1.0,1178.0,2.0,82.0,2.0
7133,Super built-up  Area,1.0,1430.0,3.0,59.0,3.0
7134,Super built-up  Area,1.0,1400.0,2.0,65.8,3.0
7135,Super built-up  Area,1.0,1093.0,2.0,72.0,2.0
7136,Super built-up  Area,1.0,1200.0,2.0,45.0,2.0
7137,Plot  Area,1.0,5000.0,6.0,360.0,5.0
7138,Built-up  Area,0.0,1200.0,2.0,130.0,3.0
7139,Built-up  Area,0.0,2210.0,3.0,156.0,3.0
7140,Super built-up  Area,1.0,1150.0,2.0,70.0,2.0
7141,Super built-up  Area,1.0,1435.0,2.0,60.0,3.0
7142,Plot  Area,1.0,600.0,3.0,100.0,4.0
7143,Super built-up  Area,0.0,1173.0,2.0,78.2,2.0
7144,Super built-up  Area,1.0,1140.0,2.0,39.0,2.0
7145,Super built-up  Area,1.0,1717.0,3.0,120.0,3.0
7146,Super built-up  Area,1.0,1325.0,2.0,65.0,2.0
7147,Built-up  Area,1.0,1370.0,3.0,67.0,3.0
7148,Super built-up  Area,0.0,1025.0,2.0,90.0,2.0
7149,Super built-up  Area,1.0,1409.0,2.0,62.0,3.0
7150,Super built-up  Area,1.0,1200.0,2.0,52.0,2.0
7151,Super built-up  Area,1.0,1200.0,2.0,53.5,2.0
7152,Super built-up  Area,0.0,1740.0,4.0,130.0,3.0
7153,Super built-up  Area,0.0,1232.0,2.0,88.0,2.0
7154,Plot  Area,0.0,1200.0,2.0,36.0,2.0
7155,Super built-up  Area,1.0,5924.0,4.0,625.0,4.0
7156,Super built-up  Area,1.0,1250.0,2.0,50.0,2.0
7157,Built-up  Area,1.0,1475.0,2.0,171.0,2.0
7158,Super built-up  Area,1.0,2100.0,4.0,85.0,4.0
7159,Super built-up  Area,1.0,552.0,1.0,23.5,1.0
7160,Super built-up  Area,1.0,1065.0,2.0,42.59,3.0
7161,Plot  Area,0.0,1000.0,3.0,130.0,3.0
7162,Plot  Area,1.0,1225.0,2.0,65.0,2.0
7163,Built-up  Area,1.0,650.0,1.0,16.0,1.0
7164,Super built-up  Area,1.0,1067.0,2.0,52.0,2.0
7165,Super built-up  Area,1.0,1364.0,2.0,56.0,3.0
7166,Super built-up  Area,1.0,1750.0,3.0,75.0,3.0
7167,Super built-up  Area,1.0,1240.0,2.0,71.0,2.0
7168,Plot  Area,1.0,1200.0,2.0,75.0,2.0
7169,Super built-up  Area,1.0,1540.0,3.0,75.0,3.0
7170,Super built-up  Area,1.0,1504.0,2.0,102.0,3.0
7171,Super built-up  Area,1.0,1116.0,2.0,49.8,2.0
7172,Super built-up  Area,1.0,2365.0,4.0,175.0,3.0
7173,Built-up  Area,1.0,1308.0,2.0,37.0,2.0
7174,Built-up  Area,1.0,864.0,2.0,45.0,2.0
7175,Plot  Area,1.0,1200.0,5.0,139.0,5.0
7176,Super built-up  Area,1.0,1069.0,2.0,38.0,3.0
7177,Super built-up  Area,1.0,1333.0,2.0,100.0,2.0
7178,Super built-up  Area,1.0,1800.0,4.0,145.0,4.0
7179,Plot  Area,1.0,6136.0,4.0,550.0,4.0
7180,Super built-up  Area,1.0,1698.0,3.0,107.0,3.0
7181,Super built-up  Area,0.0,1275.0,2.0,43.6,3.0
7182,Super built-up  Area,1.0,1060.0,2.0,48.0,2.0
7183,Super built-up  Area,1.0,1160.0,2.0,49.0,2.0
7184,Super built-up  Area,1.0,1484.0,2.0,65.0,3.0
7185,Plot  Area,1.0,675.0,3.0,70.0,3.0
7186,Plot  Area,1.0,1200.0,5.0,325.0,3.0
7187,Super built-up  Area,1.0,1310.0,2.0,66.0,2.0
7188,Plot  Area,1.0,1806.0,6.0,370.0,6.0
7189,Super built-up  Area,1.0,3000.0,4.0,240.0,4.0
7190,Super built-up  Area,1.0,2145.0,3.0,165.0,3.0
7191,Super built-up  Area,1.0,1693.0,3.0,125.0,3.0
7192,Super built-up  Area,1.0,1230.0,3.0,60.0,3.0
7193,Plot  Area,0.0,1200.0,3.0,145.0,3.0
7194,Built-up  Area,0.0,1310.0,2.0,37.83,3.0
7195,Super built-up  Area,1.0,1150.0,2.0,60.0,2.0
7196,Super built-up  Area,0.0,1385.0,2.0,66.5,3.0
7197,Super built-up  Area,1.0,1066.0,2.0,52.5,2.0
7198,Super built-up  Area,0.0,2293.0,3.0,80.26,3.0
7199,Plot  Area,1.0,720.0,3.0,81.0,3.0
7200,Carpet  Area,1.0,1625.0,3.0,92.0,3.0
7201,Super built-up  Area,1.0,1246.0,2.0,67.4,2.0
7202,Plot  Area,1.0,2100.0,6.0,252.0,4.0
7203,Super built-up  Area,1.0,2400.0,4.0,250.0,4.0
7204,Plot  Area,1.0,3900.0,6.0,195.0,6.0
7205,Super built-up  Area,1.0,1000.0,2.0,70.65,2.0
7206,Super built-up  Area,1.0,907.0,2.0,38.0,2.0
7207,Plot  Area,1.0,3500.0,4.0,138.0,4.0
7208,Super built-up  Area,1.0,1395.0,2.0,79.0,3.0
7209,Super built-up  Area,1.0,1180.0,2.0,50.0,2.0
7210,Plot  Area,1.0,1903.0,6.0,140.0,5.0
7211,Super built-up  Area,0.0,1175.0,2.0,47.0,2.0
7212,Super built-up  Area,1.0,1272.0,2.0,51.5,2.0
7213,Super built-up  Area,1.0,1490.0,2.0,92.0,3.0
7214,Super built-up  Area,1.0,1144.0,2.0,67.0,2.0
7215,Plot  Area,0.0,2400.0,5.0,140.0,4.0
7216,Super built-up  Area,1.0,1143.0,2.0,53.0,2.0
7217,Plot  Area,1.0,2500.0,3.0,190.0,3.0
7218,Super built-up  Area,0.0,1216.0,2.0,75.0,2.0
7219,Super built-up  Area,0.0,1044.0,2.0,60.0,2.0
7220,Super built-up  Area,1.0,1352.0,3.0,93.0,2.0
7221,Super built-up  Area,1.0,1552.0,3.0,75.0,3.0
7222,Built-up  Area,1.0,1785.0,3.0,120.0,3.0
7223,Super built-up  Area,1.0,810.0,2.0,34.5,2.0
7224,Super built-up  Area,0.0,1650.0,3.0,51.98,3.0
7225,Super built-up  Area,1.0,1595.0,3.0,70.39,3.0
7226,Super built-up  Area,1.0,1060.0,2.0,35.0,2.0
7227,Super built-up  Area,1.0,1410.0,2.0,65.0,3.0
7228,Super built-up  Area,1.0,1523.0,2.0,56.0,3.0
7229,Super built-up  Area,0.0,1591.0,3.0,122.0,3.0
7230,Super built-up  Area,1.0,1640.0,3.0,84.0,3.0
7231,Built-up  Area,1.0,450.0,1.0,16.0,1.0
7232,Super built-up  Area,1.0,1305.0,2.0,60.0,3.0
7233,Super built-up  Area,1.0,1590.0,3.0,54.0,3.0
7234,Built-up  Area,1.0,1240.0,2.0,45.0,2.0
7235,Super built-up  Area,1.0,1200.0,2.0,54.0,2.0
7236,Super built-up  Area,1.0,1100.0,2.0,41.16,2.0
7237,Super built-up  Area,1.0,1180.0,2.0,128.0,2.0
7238,Super built-up  Area,1.0,1115.0,2.0,50.0,2.0
7239,Super built-up  Area,1.0,845.0,2.0,33.0,2.0
7240,Super built-up  Area,1.0,15672.0,2.0,190.0,3.0
7241,Super built-up  Area,1.0,1310.0,2.0,45.0,3.0
7242,Plot  Area,1.0,26136.0,1.0,150.0,1.0
7243,Built-up  Area,1.0,959.0,2.0,42.5,2.0
7244,Built-up  Area,1.0,1200.0,4.0,140.0,4.0
7245,Super built-up  Area,1.0,883.0,2.0,37.0,2.0
7246,Super built-up  Area,1.0,1050.0,2.0,55.5,2.0
7247,Super built-up  Area,0.0,1390.0,2.0,70.21,2.0
7248,Built-up  Area,1.0,132.0,2.0,46.0,2.0
7249,Super built-up  Area,1.0,1280.0,2.0,69.0,3.0
7250,Plot  Area,1.0,1280.0,5.0,150.0,7.0
7251,Super built-up  Area,1.0,1614.0,3.0,95.0,3.0
7252,Super built-up  Area,1.0,1000.0,2.0,58.0,2.0
7253,Super built-up  Area,0.0,1196.0,2.0,57.9,2.0
7254,Super built-up  Area,1.0,1220.0,3.0,57.0,3.0
7255,Super built-up  Area,0.0,950.0,2.0,31.95,2.0
7256,Super built-up  Area,1.0,2400.0,8.0,325.0,9.0
7257,Super built-up  Area,1.0,1141.0,2.0,55.0,2.0
7258,Super built-up  Area,1.0,1200.0,2.0,51.0,2.0
7259,Super built-up  Area,1.0,1380.0,2.0,55.0,3.0
7260,Super built-up  Area,1.0,855.0,2.0,32.0,2.0
7261,Super built-up  Area,0.0,645.0,1.0,16.45,1.0
7262,Super built-up  Area,1.0,922.0,2.0,36.0,2.0
7263,Built-up  Area,1.0,1200.0,2.0,43.2,2.0
7264,Super built-up  Area,1.0,1240.0,2.0,65.0,3.0
7265,Super built-up  Area,0.0,1070.0,2.0,42.0,2.0
7266,Super built-up  Area,1.0,1293.0,2.0,75.0,2.0
7267,Built-up  Area,1.0,1380.0,2.0,50.0,3.0
7268,Super built-up  Area,1.0,1599.0,3.0,80.0,3.0
7269,Super built-up  Area,1.0,967.0,2.0,41.1,2.0
7270,Super built-up  Area,1.0,1885.0,3.0,90.0,3.0
7271,Built-up  Area,1.0,860.0,2.0,65.5,2.0
7272,Plot  Area,1.0,1075.0,1.0,19.5,1.0
7273,Super built-up  Area,1.0,1050.0,2.0,63.5,2.0
7274,Super built-up  Area,1.0,1595.0,3.0,88.0,3.0
7275,Super built-up  Area,1.0,1350.0,2.0,102.0,2.0
7276,Built-up  Area,1.0,1204.0,2.0,45.0,2.0
7277,Super built-up  Area,1.0,2990.0,4.0,240.0,4.0
7278,Super built-up  Area,1.0,1035.0,2.0,49.0,2.0
7279,Super built-up  Area,0.0,1000.0,2.0,29.95,2.0
7280,Super built-up  Area,1.0,1457.0,3.0,85.0,3.0
7281,Super built-up  Area,1.0,1194.0,2.0,47.0,2.0
7282,Super built-up  Area,0.0,1100.0,2.0,66.0,2.0
7283,Super built-up  Area,0.0,1655.0,3.0,120.0,3.0
7284,Super built-up  Area,1.0,16912.0,3.0,115.0,3.0
7285,Super built-up  Area,0.0,1215.0,2.0,46.1,2.0
7286,Super built-up  Area,1.0,1155.0,2.0,50.125,2.0
7287,Super built-up  Area,0.0,1639.0,3.0,129.0,3.0
7288,Super built-up  Area,0.0,1685.0,3.0,135.0,3.0
7289,Built-up  Area,1.0,1008.0,4.0,180.0,5.0
7290,Super built-up  Area,1.0,1100.0,2.0,38.0,2.0
7291,Super built-up  Area,0.0,2122.0,3.0,125.0,3.0
7292,Super built-up  Area,1.0,1050.0,2.0,47.0,2.0
7293,Built-up  Area,1.0,1230.0,2.0,45.0,2.0
7294,Super built-up  Area,1.0,1240.0,3.0,60.0,3.0
7295,Built-up  Area,0.0,1252.0,2.0,65.0,3.0
7296,Super built-up  Area,1.0,1374.0,2.0,88.0,3.0
7297,Super built-up  Area,0.0,500.0,1.0,30.0,1.0
7298,Plot  Area,1.0,1200.0,8.0,225.0,8.0
7299,Super built-up  Area,0.0,1355.0,3.0,83.87,3.0
7300,Super built-up  Area,1.0,1040.0,2.0,45.0,2.0
7301,Super built-up  Area,1.0,1350.0,2.0,68.0,2.0
7302,Super built-up  Area,0.0,4003.0,6.0,300.0,4.0
7303,Super built-up  Area,1.0,2400.0,3.0,135.0,3.0
7304,Super built-up  Area,1.0,1560.0,3.0,90.0,3.0
7305,Super built-up  Area,0.0,1151.0,2.0,43.16,2.0
7306,Super built-up  Area,1.0,1360.0,2.0,47.59,3.0
7307,Super built-up  Area,1.0,1250.0,2.0,60.0,2.0
7308,Super built-up  Area,0.0,1110.0,2.0,29.97,3.0
