,area_type,location,total_sqft,bath,price,bhk
4614,Super built-up  Area,Kodichikkanahalli,1181.0,2.0,57.0,2.0
4615,Super built-up  Area,Kodichikkanahalli,900.0,2.0,42.0,2.0
4617,Built-up  Area,Kodichikkanahalli,1680.0,2.0,59.0,2.0
4618,Super built-up  Area,Kodichikkanahalli,1400.0,3.0,66.0,3.0
4619,Super built-up  Area,Kodichikkanahalli,976.0,2.0,50.0,2.0
4620,Built-up  Area,Kodichikkanahalli,2700.0,4.0,125.0,5.0
4621,Super built-up  Area,Kodichikkanahalli,1299.0,2.0,58.0,2.0
4622,Super built-up  Area,Kodichikkanahalli,900.0,2.0,35.0,2.0
4623,Built-up  Area,Kodigehaali,1166.0,2.0,55.0,2.0
4624,Built-up  Area,Kodigehaali,1320.0,3.0,65.0,3.0
4625,Super built-up  Area,Kodigehaali,1117.0,2.0,56.0,2.0
4626,Super built-up  Area,Kodigehaali,1200.0,2.0,55.0,2.0
4627,Super built-up  Area,Kodigehaali,1200.0,2.0,60.0,2.0
4628,Super built-up  Area,Kodigehaali,2120.0,3.0,177.0,3.0
4629,Super built-up  Area,Kodigehaali,1013.0,2.0,51.0,2.0
4630,Super built-up  Area,Kodigehaali,1324.0,3.0,65.0,3.0
4631,Super built-up  Area,Kodigehaali,965.0,2.0,38.0,2.0
4632,Built-up  Area,Kodigehaali,866.0,2.0,32.0,2.0
4633,Built-up  Area,Kodigehaali,1442.0,3.0,80.0,3.0
4634,Super built-up  Area,Kodigehalli,1270.0,2.0,98.0,2.0
4635,Super built-up  Area,Kodigehalli,1200.0,2.0,48.0,2.0
4636,Super built-up  Area,Kodigehalli,655.0,1.0,53.0,1.0
4637,Super built-up  Area,Kodigehalli,1820.0,3.0,150.0,3.0
4638,Plot  Area,Kodigehalli,500.0,1.0,55.0,2.0
4639,Super built-up  Area,Kodigehalli,635.0,1.0,28.0,2.0
4640,Plot  Area,Kodigehalli,1200.0,4.0,156.0,3.0
4641,Super built-up  Area,Kodihalli,3252.0,5.0,335.0,4.0
4642,Super built-up  Area,Kodihalli,2700.0,4.0,270.0,3.0
4643,Super built-up  Area,Kodihalli,2392.0,4.0,260.0,3.0
4644,Super built-up  Area,Kodihalli,2408.0,4.0,260.0,3.0
4645,Super built-up  Area,Kodihalli,2500.0,4.0,260.0,3.0
4646,Built-up  Area,Kodihalli,1620.0,3.0,130.0,3.0
4647,Super built-up  Area,Kodihalli,3260.0,5.0,388.0,4.0
4648,Super built-up  Area,Kodihalli,3197.0,5.0,335.0,4.0
4649,Built-up  Area,Kodihalli,1490.0,2.0,150.0,2.0
4650,Super built-up  Area,Kogilu,1909.0,3.0,88.0,3.0
4652,Super built-up  Area,Kogilu,1170.0,2.0,51.99,2.0
4653,Built-up  Area,Kogilu,650.0,2.0,28.0,2.0
4654,Super built-up  Area,Kogilu,1140.0,2.0,50.66,2.0
4655,Super built-up  Area,Kogilu,1200.0,2.0,53.33,2.0
4656,Super built-up  Area,Kogilu,1934.0,3.0,150.0,3.0
4657,Built-up  Area,Kogilu,540.0,1.0,36.0,1.0
4658,Super built-up  Area,Kogilu,1559.0,3.0,127.0,3.0
4659,Super built-up  Area,Kogilu,1190.0,2.0,50.66,2.0
4660,Super built-up  Area,Kogilu,1140.0,2.0,50.66,2.0
4661,Super built-up  Area,Kogilu,1559.0,3.0,120.0,3.0
4662,Super built-up  Area,Kogilu,700.0,1.0,30.84,1.0
4663,Super built-up  Area,Kogilu,1250.0,2.0,55.55,2.0
4664,Super built-up  Area,Kogilu,1200.0,2.0,53.33,2.0
4665,Built-up  Area,Kogilu,952.0,2.0,49.0,2.0
4666,Super built-up  Area,Kogilu,700.0,1.0,30.84,1.0
4667,Super built-up  Area,Kogilu,1250.0,2.0,55.55,2.0
4668,Plot  Area,Kogilu,2456.0,7.0,85.0,7.0
4669,Super built-up  Area,Kogilu,1140.0,2.0,50.66,2.0
4670,Super built-up  Area,Kogilu,1140.0,2.0,50.66,2.0
4671,Super built-up  Area,Konanakunte,2791.0,3.0,223.0,3.0
4672,Built-up  Area,Konanakunte,884.0,1.0,58.0,2.0
4673,Plot  Area,Konanakunte,1200.0,4.0,125.0,4.0
4674,Plot  Area,Konanakunte,1200.0,2.0,130.0,4.0
4675,Plot  Area,Konanakunte,2400.0,2.0,180.0,3.0
4676,Plot  Area,Konanakunte,3746.0,6.0,375.0,4.0
4677,Super built-up  Area,Konanakunte,1423.0,2.0,85.0,3.0
4678,Super built-up  Area,Koramangala,1320.0,2.0,165.0,2.0
4679,Super built-up  Area,Koramangala,1253.0,2.0,102.0,2.0
4680,Super built-up  Area,Koramangala,1580.0,3.0,160.0,3.0
4682,Super built-up  Area,Koramangala,3500.0,5.0,425.0,4.0
4683,Super built-up  Area,Koramangala,1005.0,1.0,110.0,2.0
4684,Super built-up  Area,Koramangala,2292.0,4.0,275.0,3.0
4686,Super built-up  Area,Koramangala,1290.0,2.0,100.0,2.0
4687,Super built-up  Area,Koramangala,1300.0,2.0,110.0,2.0
4689,Super built-up  Area,Koramangala,1325.0,2.0,119.0,2.0
4690,Built-up  Area,Koramangala,1140.0,2.0,75.2,2.0
4691,Built-up  Area,Koramangala,1260.0,2.0,100.0,2.0
4692,Built-up  Area,Koramangala,1975.0,3.0,210.0,3.0
4693,Built-up  Area,Koramangala,1900.0,2.0,200.0,2.0
4695,Super built-up  Area,Koramangala,2292.0,3.0,286.0,3.0
4696,Built-up  Area,Koramangala,2300.0,3.0,290.0,3.0
4699,Super built-up  Area,Koramangala,2503.0,6.0,325.0,4.0
4701,Super built-up  Area,Koramangala,1320.0,2.0,150.0,2.0
4702,Super built-up  Area,Koramangala,1320.0,2.0,110.0,2.0
4703,Super built-up  Area,Koramangala,5985.0,4.0,775.0,4.0
4704,Super built-up  Area,Koramangala,2461.0,6.0,353.0,4.0
4706,Super built-up  Area,Koramangala,2246.0,3.0,300.0,3.0
4709,Super built-up  Area,Koramangala,1083.0,2.0,100.0,2.0
4710,Super built-up  Area,Koramangala,1744.0,3.0,200.0,3.0
4711,Super built-up  Area,Koramangala,1180.0,2.0,128.0,2.0
4712,Super built-up  Area,Koramangala,1320.0,2.0,160.0,2.0
4713,Built-up  Area,Koramangala,1370.0,2.0,125.0,2.0
4714,Super built-up  Area,Koramangala,1100.0,2.0,85.0,2.0
4715,Super built-up  Area,Koramangala,1249.0,2.0,165.0,2.0
4716,Built-up  Area,Koramangala,1200.0,2.0,100.0,2.0
4718,Super built-up  Area,Koramangala,2223.0,3.0,300.0,3.0
4719,Super built-up  Area,Koramangala,1744.0,4.0,210.0,3.0
4720,Super built-up  Area,Koramangala,1866.0,4.0,245.0,3.0
4721,Super built-up  Area,Koramangala,1320.0,2.0,160.0,2.0
4722,Built-up  Area,Koramangala,1350.0,2.0,103.0,2.0
4723,Built-up  Area,Koramangala,6000.0,4.0,625.0,4.0
4725,Super built-up  Area,Koramangala,1320.0,2.0,160.0,2.0
4726,Built-up  Area,Koramangala,1710.0,3.0,210.0,3.0
4727,Built-up  Area,Koramangala,1355.0,2.0,95.0,2.0
4728,Super built-up  Area,Koramangala,1600.0,3.0,170.0,3.0
4729,Super built-up  Area,Koramangala,1260.0,2.0,100.0,2.0
4732,Super built-up  Area,Kothannur,1206.0,2.0,48.23,2.0
4734,Built-up  Area,Kothannur,1100.0,2.0,40.0,2.0
4735,Super built-up  Area,Kothannur,1197.0,2.0,47.88,2.0
4736,Super built-up  Area,Kothannur,1197.0,2.0,47.8,2.0
4737,Super built-up  Area,Kothannur,1070.0,2.0,42.79,2.0
4740,Super built-up  Area,Kothannur,1070.0,2.0,38.6,2.0
4741,Super built-up  Area,Kothannur,1485.0,2.0,59.4,3.0
4742,Super built-up  Area,Kothannur,1215.0,2.0,48.6,3.0
4743,Super built-up  Area,Kothannur,1404.0,2.0,56.15,3.0
4744,Super built-up  Area,Kothanur,1200.0,2.0,51.0,2.0
4745,Plot  Area,Kothanur,2400.0,2.0,150.0,3.0
4746,Super built-up  Area,Kothanur,1828.0,3.0,110.0,3.0
4747,Super built-up  Area,Kothanur,1186.0,2.0,58.0,2.0
4749,Super built-up  Area,Kothanur,1847.0,3.0,105.0,3.0
4751,Plot  Area,Kothanur,9600.0,5.0,550.0,5.0
4752,Super built-up  Area,Kothanur,1435.0,3.0,70.0,3.0
4753,Super built-up  Area,Kothanur,1187.0,2.0,58.0,2.0
4754,Super built-up  Area,Kothanur,1847.0,3.0,110.0,3.0
4755,Super built-up  Area,Kothanur,1460.0,3.0,71.0,3.0
4756,Super built-up  Area,Kothanur,1185.0,2.0,59.0,2.0
4757,Super built-up  Area,Kothanur,1436.0,3.0,70.0,3.0
4758,Super built-up  Area,Kothanur,1462.0,3.0,71.0,3.0
4759,Super built-up  Area,Kothanur,1790.0,3.0,105.0,3.0
4761,Super built-up  Area,Kothanur,1070.0,2.0,45.5,2.0
4763,Super built-up  Area,Kothanur,1145.0,2.0,56.0,2.0
4764,Plot  Area,Kothanur,3401.0,5.0,230.0,4.0
4765,Super built-up  Area,Kothanur,1455.0,2.0,69.0,2.0
4766,Built-up  Area,Kothanur,627.0,1.0,30.0,1.0
4767,Super built-up  Area,Kothanur,1302.0,2.0,68.5,2.0
4768,Super built-up  Area,Kothanur,1760.0,3.0,111.0,3.0
4769,Super built-up  Area,Kothanur,1185.0,2.0,58.0,2.0
4770,Plot  Area,Kothanur,1500.0,1.0,75.0,1.0
4771,Super built-up  Area,Kothanur,1075.0,2.0,53.0,2.0
4772,Built-up  Area,Kothanur,1790.0,3.0,97.0,3.0
4773,Plot  Area,Kothanur,2700.0,4.0,175.0,4.0
4774,Super built-up  Area,Kothanur,1786.0,2.0,106.0,3.0
4775,Super built-up  Area,Kothanur,1787.0,3.0,107.0,3.0
4776,Super built-up  Area,Kothanur,1141.0,2.0,54.0,2.0
4777,Super built-up  Area,Kothanur,1760.0,3.0,110.0,3.0
4779,Super built-up  Area,Kothanur,1160.0,2.0,57.0,2.0
4780,Super built-up  Area,Kothanur,1095.0,2.0,55.0,2.0
4781,Super built-up  Area,Kothanur,1142.0,2.0,56.0,2.0
4782,Super built-up  Area,Kothanur,1074.0,2.0,54.0,2.0
4783,Super built-up  Area,Kothanur,1285.0,2.0,60.0,2.0
4784,Super built-up  Area,Kothanur,1075.0,2.0,53.0,2.0
4785,Super built-up  Area,Kothanur,1140.0,2.0,56.0,2.0
4786,Super built-up  Area,Kothanur,1400.0,2.0,70.0,2.0
4789,Super built-up  Area,Kothanur,1140.0,2.0,56.0,2.0
4790,Super built-up  Area,Kothanur,1787.0,3.0,120.0,3.0
4791,Super built-up  Area,Kothanur,1185.0,2.0,59.0,2.0
4793,Super built-up  Area,Kothanur,1790.0,3.0,105.0,3.0
4794,Super built-up  Area,Kothanur,1130.0,2.0,55.0,2.0
4795,Super built-up  Area,Kothanur,1094.0,2.0,54.0,2.0
4796,Built-up  Area,Kothanur,1170.0,3.0,80.0,3.0
4797,Built-up  Area,Kothanur,1400.0,2.0,65.0,2.0
4798,Super built-up  Area,Kothanur,1195.0,2.0,59.0,2.0
4799,Super built-up  Area,Kothanur,1790.0,3.0,120.0,3.0
4800,Super built-up  Area,Kothanur,1454.0,3.0,71.5,3.0
4801,Super built-up  Area,Kudlu,1152.0,2.0,53.5,2.0
4802,Super built-up  Area,Kudlu,1027.0,2.0,43.0,2.0
4803,Super built-up  Area,Kudlu,1092.0,2.0,44.0,2.0
4804,Super built-up  Area,Kudlu,1027.0,2.0,43.0,2.0
4805,Super built-up  Area,Kudlu,1092.0,2.0,44.0,2.0
4806,Super built-up  Area,Kudlu,1143.0,2.0,55.0,2.0
4808,Super built-up  Area,Kudlu,1024.0,2.0,44.0,2.0
4810,Built-up  Area,Kudlu,1600.0,3.0,79.0,3.0
4811,Super built-up  Area,Kudlu,1027.0,2.0,42.0,2.0
4812,Built-up  Area,Kudlu,1076.0,2.0,50.0,2.0
4813,Super built-up  Area,Kudlu,1027.0,2.0,44.0,2.0
4814,Super built-up  Area,Kudlu,1084.0,2.0,53.0,2.0
4815,Built-up  Area,Kudlu,1300.0,2.0,56.0,2.0
4816,Built-up  Area,Kudlu,1027.0,2.0,44.0,2.0
4817,Carpet  Area,Kudlu,1245.0,2.0,60.0,3.0
4818,Super built-up  Area,Kudlu,1027.0,2.0,44.0,2.0
4819,Built-up  Area,Kudlu,1110.0,2.0,46.0,2.0
4820,Super built-up  Area,Kudlu,2100.0,3.0,114.0,4.0
4821,Super built-up  Area,Kudlu,1027.0,2.0,44.0,2.0
4822,Super built-up  Area,Kudlu,720.0,1.0,33.0,1.0
4823,Super built-up  Area,Kudlu,1027.0,2.0,44.0,2.0
4824,Super built-up  Area,Kudlu,1162.0,2.0,52.0,2.0
4825,Super built-up  Area,Kudlu,1041.0,2.0,53.0,2.0
4826,Super built-up  Area,Kudlu Gate,1535.0,3.0,83.0,3.0
4827,Super built-up  Area,Kudlu Gate,1535.0,3.0,85.0,3.0
4829,Super built-up  Area,Kudlu Gate,1535.0,3.0,86.0,3.0
4830,Super built-up  Area,Kudlu Gate,1564.0,2.0,92.0,3.0
4832,Super built-up  Area,Kudlu Gate,1238.0,2.0,55.0,2.0
4833,Super built-up  Area,Kudlu Gate,1707.0,2.0,99.745,3.0
4834,Built-up  Area,Kudlu Gate,1335.0,3.0,89.0,3.0
4835,Super built-up  Area,Kudlu Gate,703.0,1.0,52.0,1.0
4836,Super built-up  Area,Kudlu Gate,1535.0,3.0,86.0,3.0
4837,Super built-up  Area,Kudlu Gate,1532.0,3.0,83.0,3.0
4838,Super built-up  Area,Kudlu Gate,1113.0,2.0,50.0,2.0
4840,Super built-up  Area,Kudlu Gate,1185.0,2.0,50.0,2.0
4844,Super built-up  Area,Kudlu Gate,1215.0,2.0,45.0,2.0
4845,Built-up  Area,Kudlu Gate,812.0,2.0,38.25,2.0
4846,Super built-up  Area,Kudlu Gate,1547.0,2.0,103.0,2.0
4847,Built-up  Area,Kudlu Gate,1336.0,2.0,86.0,2.0
4848,Built-up  Area,Kudlu Gate,1919.0,3.0,121.0,3.0
4849,Super built-up  Area,Kudlu Gate,1464.0,3.0,56.0,2.0
4850,Super built-up  Area,Kudlu Gate,1535.0,3.0,85.0,3.0
4851,Super built-up  Area,Kudlu Gate,1850.0,3.0,120.0,3.0
4852,Super built-up  Area,Kudlu Gate,940.0,2.0,69.57,2.0
4853,Super built-up  Area,Kudlu Gate,1215.0,2.0,44.96,2.0
4854,Built-up  Area,Kudlu Gate,1164.0,2.0,75.0,2.0
4855,Built-up  Area,Kudlu Gate,3850.0,6.0,205.0,4.0
4856,Super built-up  Area,Kudlu Gate,1183.0,2.0,79.54,2.0
4857,Super built-up  Area,Kudlu Gate,1850.0,3.0,110.0,3.0
4859,Super built-up  Area,Kudlu Gate,1183.0,2.0,79.54,2.0
4860,Super built-up  Area,Kudlu Gate,1200.0,2.0,44.4,2.0
4862,Built-up  Area,Kudlu Gate,1310.0,2.0,53.0,2.0
4863,Plot  Area,Kumaraswami Layout,2000.0,4.0,139.0,4.0
4864,Plot  Area,Kumaraswami Layout,1270.0,4.0,128.0,5.0
4865,Super built-up  Area,Kumaraswami Layout,1000.0,2.0,48.5,2.0
4866,Super built-up  Area,Kumaraswami Layout,1000.0,2.0,58.0,2.0
4867,Built-up  Area,Kumaraswami Layout,2400.0,7.0,125.0,7.0
4868,Built-up  Area,Kumaraswami Layout,2400.0,2.0,125.0,3.0
4869,Built-up  Area,Kumaraswami Layout,1310.0,2.0,70.0,3.0
4870,Built-up  Area,Kumaraswami Layout,850.0,1.0,78.0,1.0
4871,Built-up  Area,Kumaraswami Layout,3200.0,7.0,150.0,7.0
4872,Built-up  Area,Kumaraswami Layout,1310.0,2.0,85.0,3.0
4873,Built-up  Area,Kumaraswami Layout,2450.0,3.0,110.0,4.0
4874,Built-up  Area,Kumaraswami Layout,2040.0,4.0,123.0,7.0
4875,Built-up  Area,Kumaraswami Layout,3100.0,7.0,145.0,7.0
4876,Built-up  Area,Kumaraswami Layout,1200.0,3.0,75.0,3.0
4877,Super built-up  Area,Kumaraswami Layout,1081.0,2.0,60.0,2.0
4878,Super built-up  Area,Kundalahalli,1724.0,3.0,125.0,3.0
4879,Built-up  Area,Kundalahalli,1030.0,2.0,49.0,2.0
4880,Super built-up  Area,Kundalahalli,735.0,2.0,57.99,2.0
4881,Built-up  Area,Kundalahalli,1047.0,2.0,82.0,2.0
4882,Super built-up  Area,Kundalahalli,1397.0,3.0,105.0,3.0
4883,Super built-up  Area,Kundalahalli,1724.0,3.0,127.0,3.0
4884,Super built-up  Area,Kundalahalli,1010.0,2.0,49.27,2.0
4885,Super built-up  Area,Kundalahalli,1397.0,3.0,110.0,3.0
4886,Super built-up  Area,Kundalahalli,1397.0,3.0,104.0,3.0
4887,Super built-up  Area,Kundalahalli,1397.0,3.0,108.0,3.0
4888,Super built-up  Area,Kundalahalli,1920.0,3.0,150.0,3.0
4889,Super built-up  Area,Kundalahalli,1397.0,3.0,105.0,3.0
4891,Super built-up  Area,Kundalahalli,1724.0,3.0,124.0,3.0
4892,Super built-up  Area,Kundalahalli,1047.0,2.0,84.0,2.0
4893,Super built-up  Area,Kundalahalli,1047.0,2.0,83.0,2.0
4894,Plot  Area,Kundalahalli,7000.0,4.0,550.0,4.0
4896,Super built-up  Area,Kundalahalli,1120.0,2.0,53.76,2.0
4897,Super built-up  Area,Kundalahalli,1047.0,2.0,82.62,2.0
4898,Super built-up  Area,Kundalahalli,1047.0,2.0,91.0,2.0
4899,Super built-up  Area,Kundalahalli,1724.0,3.0,146.0,3.0
4900,Plot  Area,Kundalahalli,1600.0,3.0,170.0,3.0
4902,Super built-up  Area,Kundalahalli,1724.0,3.0,125.0,3.0
4903,Super built-up  Area,Kundalahalli,1010.0,2.0,48.27,2.0
4904,Super built-up  Area,Kundalahalli,1047.0,2.0,89.0,2.0
4905,Plot  Area,Kundalahalli,2500.0,5.0,245.0,4.0
4906,Super built-up  Area,Kundalahalli,1397.0,3.0,105.0,3.0
4908,Super built-up  Area,Kundalahalli,1047.0,2.0,72.0,2.0
4909,Built-up  Area,Kundalahalli,1260.0,2.0,58.0,2.0
4910,Built-up  Area,Kundalahalli,3092.0,4.0,230.0,4.0
4911,Built-up  Area,Kundalahalli,1065.0,2.0,70.0,2.0
4912,Super built-up  Area,Kundalahalli,1724.0,3.0,146.0,3.0
4913,Super built-up  Area,Kundalahalli,1047.0,2.0,91.0,2.0
4914,Super built-up  Area,Kundalahalli,1724.0,3.0,128.0,3.0
4915,Super built-up  Area,Kundalahalli,1315.0,2.0,74.0,2.0
4916,Built-up  Area,Kundalahalli,2100.0,3.0,150.0,3.0
4917,Super built-up  Area,Kundalahalli,1724.0,3.0,125.0,3.0
4918,Super built-up  Area,Kundalahalli,1724.0,3.0,140.0,3.0
4919,Super built-up  Area,Kundalahalli,1175.0,2.0,65.0,2.0
4921,Carpet  Area,LB Shastri Nagar,1043.0,2.0,55.0,2.0
4922,Built-up  Area,LB Shastri Nagar,1184.0,2.0,69.0,2.0
4923,Super built-up  Area,LB Shastri Nagar,665.0,1.0,32.0,1.0
4924,Super built-up  Area,LB Shastri Nagar,1250.0,2.0,48.5,2.0
4925,Super built-up  Area,LB Shastri Nagar,1400.0,2.0,80.0,3.0
4926,Super built-up  Area,LB Shastri Nagar,1184.0,2.0,62.0,2.0
4927,Super built-up  Area,LB Shastri Nagar,1200.0,2.0,47.0,2.0
4928,Built-up  Area,LB Shastri Nagar,1200.0,2.0,75.0,2.0
4929,Super built-up  Area,LB Shastri Nagar,1000.0,2.0,49.5,2.0
4930,Plot  Area,Laggere,2800.0,5.0,125.0,5.0
4931,Plot  Area,Laggere,1200.0,3.0,130.0,3.0
4932,Plot  Area,Laggere,1200.0,1.0,125.0,1.0
4933,Plot  Area,Laggere,1200.0,2.0,75.0,2.0
4934,Built-up  Area,Laggere,620.0,2.0,48.0,1.0
4935,Super built-up  Area,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
4936,Super built-up  Area,Lakshminarayana Pura,1600.0,2.0,108.0,3.0
4937,Built-up  Area,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4938,Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
4939,Built-up  Area,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
4940,Super built-up  Area,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
4941,Super built-up  Area,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
4942,Super built-up  Area,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
4943,Super built-up  Area,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
4944,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4945,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4946,Built-up  Area,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
4947,Super built-up  Area,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
4948,Super built-up  Area,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
4949,Super built-up  Area,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
4950,Built-up  Area,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
4951,Built-up  Area,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4952,Built-up  Area,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4953,Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4954,Super built-up  Area,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4955,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
4956,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4957,Built-up  Area,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
4958,Built-up  Area,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4959,Super built-up  Area,Lingadheeranahalli,1521.0,3.0,95.0,3.0
4960,Super built-up  Area,Lingadheeranahalli,1511.0,3.0,95.0,3.0
4961,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,109.0,3.0
4962,Super built-up  Area,Lingadheeranahalli,1519.0,3.0,93.0,3.0
4963,Super built-up  Area,Lingadheeranahalli,1521.0,3.0,94.99,3.0
4964,Super built-up  Area,Lingadheeranahalli,1682.0,3.0,120.0,3.0
4965,Super built-up  Area,Lingadheeranahalli,1521.0,3.0,94.71,3.0
4966,Super built-up  Area,Lingadheeranahalli,1893.0,3.0,130.0,3.0
4967,Super built-up  Area,Lingadheeranahalli,1705.0,3.0,110.0,3.0
4968,Super built-up  Area,Lingadheeranahalli,2245.0,4.0,154.0,4.0
4969,Super built-up  Area,Lingadheeranahalli,1682.0,3.0,113.0,3.0
4970,Super built-up  Area,Lingadheeranahalli,1682.0,3.0,114.0,3.0
4971,Super built-up  Area,Lingadheeranahalli,1506.0,3.0,95.0,3.0
4972,Super built-up  Area,Lingadheeranahalli,1683.0,3.0,110.0,3.0
4973,Super built-up  Area,Lingadheeranahalli,1684.0,3.0,120.0,3.0
4974,Super built-up  Area,Lingadheeranahalli,2236.0,4.0,153.0,4.0
4975,Super built-up  Area,Lingadheeranahalli,1894.0,4.0,114.0,3.0
4976,Super built-up  Area,Lingadheeranahalli,2240.0,4.0,160.0,4.0
4977,Built-up  Area,Magadi Road,3600.0,6.0,141.0,6.0
4978,Super built-up  Area,Magadi Road,1116.0,2.0,50.0,2.0
4980,Super built-up  Area,Magadi Road,884.0,2.0,41.1,2.0
4981,Super built-up  Area,Magadi Road,1005.0,2.0,55.78,2.0
4982,Super built-up  Area,Magadi Road,1000.0,2.0,46.5,2.0
4983,Plot  Area,Magadi Road,1500.0,2.0,93.0,4.0
4985,Built-up  Area,Magadi Road,1345.0,2.0,55.0,2.0
4987,Plot  Area,Magadi Road,5000.0,6.0,360.0,5.0
4988,Super built-up  Area,Magadi Road,1116.0,2.0,51.89,2.0
4989,Super built-up  Area,Magadi Road,1052.0,2.0,60.0,3.0
4990,Super built-up  Area,Magadi Road,940.0,2.0,50.0,2.0
4991,Super built-up  Area,Magadi Road,1318.0,2.0,68.0,3.0
4993,Super built-up  Area,Magadi Road,884.0,2.0,48.0,2.0
4995,Super built-up  Area,Mahadevpura,1150.0,2.0,52.0,2.0
4996,Super built-up  Area,Mahadevpura,1250.0,2.0,52.0,2.0
4997,Super built-up  Area,Mahadevpura,1260.0,2.0,57.6,2.0
4998,Super built-up  Area,Mahadevpura,730.0,1.0,35.0,1.0
4999,Super built-up  Area,Mahadevpura,1434.0,2.0,67.39,3.0
5000,Super built-up  Area,Mahadevpura,1146.0,2.0,53.8,2.0
5001,Super built-up  Area,Mahadevpura,1532.0,2.0,62.0,2.0
5002,Super built-up  Area,Mahadevpura,1620.0,2.0,76.0,3.0
5003,Super built-up  Area,Mahadevpura,1136.0,2.0,64.5,2.0
5004,Super built-up  Area,Mahadevpura,1400.0,2.0,65.8,3.0
5005,Super built-up  Area,Mahadevpura,1137.0,2.0,53.4,2.0
5006,Super built-up  Area,Mahadevpura,1601.0,3.0,95.0,3.0
5007,Super built-up  Area,Mahadevpura,1450.0,3.0,75.0,3.0
5008,Super built-up  Area,Mahadevpura,1152.0,2.0,54.0,2.0
5009,Super built-up  Area,Mahadevpura,1212.0,2.0,56.9,2.0
5011,Super built-up  Area,Mahadevpura,1505.0,3.0,78.0,3.0
5012,Super built-up  Area,Mahadevpura,1500.0,2.0,70.0,3.0
5013,Super built-up  Area,Mahadevpura,1236.0,2.0,58.0,2.0
5014,Super built-up  Area,Mahadevpura,1236.0,2.0,58.0,2.0
5015,Super built-up  Area,Mahadevpura,1120.0,2.0,53.0,2.0
5016,Plot  Area,Mahalakshmi Layout,1575.0,5.0,158.0,4.0
5017,Super built-up  Area,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
5018,Plot  Area,Mahalakshmi Layout,1200.0,3.0,160.0,4.0
5019,Built-up  Area,Mahalakshmi Layout,1080.0,2.0,67.0,2.0
5020,Super built-up  Area,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
5021,Super built-up  Area,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
5022,Super built-up  Area,Mallasandra,1665.0,3.0,95.0,3.0
5023,Super built-up  Area,Mallasandra,1665.0,3.0,86.58,3.0
5024,Super built-up  Area,Mallasandra,1340.0,2.0,61.0,2.0
5025,Super built-up  Area,Mallasandra,1325.0,2.0,70.0,2.0
5026,Super built-up  Area,Mallasandra,1665.0,3.0,86.91,3.0
5027,Super built-up  Area,Mallasandra,1325.0,2.0,70.0,2.0
5028,Super built-up  Area,Mallasandra,905.0,2.0,40.0,2.0
5029,Super built-up  Area,Mallasandra,1325.0,2.0,65.0,2.0
5030,Built-up  Area,Mallasandra,1325.0,2.0,73.0,2.0
5031,Super built-up  Area,Mallasandra,1565.0,2.0,69.0,2.0
5032,Super built-up  Area,Mallasandra,905.0,2.0,35.0,2.0
5034,Built-up  Area,Mallasandra,1100.0,2.0,76.3,3.0
5035,Super built-up  Area,Malleshpalya,1140.0,2.0,46.5,2.0
5036,Super built-up  Area,Malleshpalya,1225.0,2.0,46.86,2.0
5038,Super built-up  Area,Malleshpalya,1052.0,2.0,50.0,2.0
5039,Built-up  Area,Malleshpalya,1405.0,2.0,77.0,3.0
5040,Super built-up  Area,Malleshpalya,1065.0,2.0,50.0,2.0
5041,Super built-up  Area,Malleshpalya,1210.0,2.0,55.0,2.0
5043,Super built-up  Area,Malleshpalya,1060.0,2.0,40.0,2.0
5044,Super built-up  Area,Malleshpalya,1430.0,2.0,69.5,3.0
5045,Built-up  Area,Malleshpalya,1421.0,2.0,90.0,2.0
5046,Super built-up  Area,Malleshpalya,1245.0,2.0,55.0,2.0
5047,Super built-up  Area,Malleshpalya,1200.0,2.0,46.0,2.0
